,temp,location,clouds,pressure,rain,time_stamp,humidity,wind,date
0,42.42,Back Bay,1,1012.14,0.1228,1545003901,0.77,11.25,12/16/2018 23:45
1,42.43,Beacon Hill,1,1012.15,0.1846,1545003901,0.76,11.32,12/16/2018 23:45
2,42.5,Boston University,1,1012.15,0.1089,1545003901,0.76,11.07,12/16/2018 23:45
3,42.11,Fenway,1,1012.13,0.0969,1545003901,0.77,11.09,12/16/2018 23:45
4,43.13,Financial District,1,1012.14,0.1786,1545003901,0.75,11.49,12/16/2018 23:45
5,42.34,Haymarket Square,1,1012.15,0.2068,1545003901,0.77,11.49,12/16/2018 23:45
6,42.36,North End,1,1012.15,0.2088,1545003901,0.77,11.46,12/16/2018 23:45
7,42.21,North Station,1,1012.16,0.2069,1545003901,0.77,11.37,12/16/2018 23:45
8,42.07,Northeastern University,1,1012.12,0.102,1545003901,0.78,11.28,12/16/2018 23:45
9,43.05,South Station,1,1012.12,0.1547,1545003901,0.75,11.58,12/16/2018 23:45
10,42.09,Theatre District,1,1012.13,0.1428,1545003901,0.78,11.41,12/16/2018 23:45
11,43.28,Back Bay,0.81,990.81,0,1543347920,0.71,8.3,11/27/2018 19:45
12,43.27,Beacon Hill,0.8,990.8,0,1543347920,0.71,8.3,11/27/2018 19:45
13,43.35,Boston University,0.82,990.82,0,1543347920,0.71,8.24,11/27/2018 19:45
14,43.07,Fenway,0.82,990.82,0,1543347920,0.72,8.28,11/27/2018 19:45
15,43.35,Financial District,0.8,990.8,0,1543347920,0.71,8.35,11/27/2018 19:45
16,43.2,Haymarket Square,0.8,990.79,0,1543347920,0.71,8.31,11/27/2018 19:45
17,43.24,North End,0.8,990.79,0,1543347920,0.71,8.32,11/27/2018 19:45
18,41.95,North Station,0.81,991.63,0,1543347920,0.73,10.87,11/27/2018 19:45
19,43.05,Northeastern University,0.81,990.82,0,1543347920,0.72,8.31,11/27/2018 19:45
20,43.31,South Station,0.8,990.8,0.0023,1543347920,0.71,8.36,11/27/2018 19:45
21,43.05,Theatre District,0.8,990.8,0,1543347920,0.72,8.34,11/27/2018 19:45
22,41.89,West End,0.81,991.64,0,1543347920,0.74,10.88,11/27/2018 19:45
23,43.92,North Station,1,1006.29,0.0409,1543277833,0.9,10.09,11/27/2018 0:17
24,43.87,Northeastern University,1,1006.24,0.0284,1543277833,0.91,9.74,11/27/2018 0:17
25,39.23,Back Bay,0.83,996.09,0,1543449727,0.66,10.67,11/29/2018 0:02
26,39.18,Beacon Hill,0.83,996.08,0,1543449727,0.67,10.69,11/29/2018 0:02
27,39.23,Boston University,0.83,996.11,0,1543449727,0.66,10.53,11/29/2018 0:02
28,39.1,Fenway,0.83,996.11,0,1543449727,0.67,10.59,11/29/2018 0:02
29,39.56,Financial District,0.83,996.07,0,1543449727,0.66,10.79,11/29/2018 0:02
30,39.18,Haymarket Square,0.83,996.07,0,1543449727,0.66,10.73,11/29/2018 0:02
31,39.21,North End,0.82,996.07,0,1543449727,0.66,10.75,11/29/2018 0:02
32,39.1,Northeastern University,0.83,996.1,0,1543449727,0.67,10.66,11/29/2018 0:02
33,39.54,South Station,0.83,996.08,0,1543449727,0.66,10.8,11/29/2018 0:02
34,39.1,Theatre District,0.83,996.08,0,1543449727,0.67,10.75,11/29/2018 0:02
35,39.1,West End,0.83,996.07,0,1543449727,0.67,10.69,11/29/2018 0:02
36,27.27,Back Bay,0.15,1033.4,0,1544787901,0.8,2.96,12/14/2018 11:45
37,27.27,Beacon Hill,0.15,1033.4,0,1544787901,0.81,2.99,12/14/2018 11:45
38,27.07,Boston University,0.15,1033.4,0,1544787901,0.8,2.84,12/14/2018 11:45
39,26.88,Fenway,0.15,1033.4,0,1544787901,0.81,2.88,12/14/2018 11:45
40,27.26,Financial District,0.15,1033.4,0,1544787901,0.81,3.07,12/14/2018 11:45
41,27.34,Haymarket Square,0.15,1033.4,0,1544787901,0.81,3.04,12/14/2018 11:45
42,27.43,North End,0.15,1033.4,0,1544787901,0.81,3.05,12/14/2018 11:45
43,27.22,North Station,0.15,1033.4,0,1544787901,0.81,3.01,12/14/2018 11:45
44,26.93,Northeastern University,0.16,1033.4,0,1544787901,0.81,2.94,12/14/2018 11:45
45,27.17,South Station,0.15,1033.4,0,1544787901,0.81,3.07,12/14/2018 11:45
46,27.03,Theatre District,0.15,1033.4,0,1544787901,0.82,3.03,12/14/2018 11:45
47,45.49,Back Bay,1,1012.46,0,1543253710,0.86,6.47,11/26/2018 17:35
48,45.42,Beacon Hill,1,1012.47,0,1543253710,0.86,6.48,11/26/2018 17:35
49,45.55,Boston University,1,1012.46,0,1543253710,0.85,6.43,11/26/2018 17:35
50,45.64,Fenway,1,1012.46,0,1543253710,0.85,6.44,11/26/2018 17:35
51,45.54,Financial District,1,1012.47,0,1543253710,0.85,6.5,11/26/2018 17:35
52,45.42,Haymarket Square,1,1012.47,0,1543253710,0.86,6.5,11/26/2018 17:35
53,45.43,North End,1,1012.47,0,1543253710,0.86,6.51,11/26/2018 17:35
54,45.47,North Station,1,1012.47,0,1543253710,0.86,6.5,11/26/2018 17:35
55,45.69,Northeastern University,1,1012.46,0,1543253710,0.85,6.46,11/26/2018 17:35
56,45.61,South Station,1,1012.47,0,1543253710,0.85,6.5,11/26/2018 17:35
57,45.55,Theatre District,1,1012.47,0,1543253710,0.85,6.49,11/26/2018 17:35
58,45.46,West End,1,1012.47,0,1543253710,0.86,6.49,11/26/2018 17:35
59,45.52,South Station,0.89,1000.08,0,1543830779,0.95,1.39,12/3/2018 9:52
60,45.98,Back Bay,0.99,1021.67,0,1544870701,0.9,5.58,12/15/2018 10:45
61,45.98,Beacon Hill,0.99,1021.65,0,1544870701,0.9,5.64,12/15/2018 10:45
62,46.11,Boston University,0.99,1021.67,0,1544870701,0.89,5.51,12/15/2018 10:45
63,46.83,Financial District,0.99,1021.65,0,1544870701,0.87,5.68,12/15/2018 10:45
64,45.94,Haymarket Square,0.99,1021.65,0,1544870701,0.9,5.69,12/15/2018 10:45
65,45.97,North End,0.99,1021.64,0,1544870701,0.9,5.7,12/15/2018 10:45
66,45.86,North Station,0.99,1021.64,0,1544870701,0.9,5.68,12/15/2018 10:45
67,45.65,Northeastern University,0.99,1021.68,0,1544870701,0.91,5.53,12/15/2018 10:45
68,45.68,Theatre District,0.99,1021.66,0,1544870701,0.91,5.64,12/15/2018 10:45
69,45.78,West End,0.99,1021.65,0,1544870701,0.91,5.66,12/15/2018 10:45
70,44.34,Back Bay,0.19,1029.99,0,1544813101,0.61,3.39,12/14/2018 18:45
71,44.18,Beacon Hill,0.19,1029.99,0,1544813101,0.61,3.39,12/14/2018 18:45
72,44.25,Boston University,0.2,1029.98,0,1544813101,0.61,3.38,12/14/2018 18:45
73,44.53,Fenway,0.2,1029.98,0,1544813101,0.61,3.38,12/14/2018 18:45
74,44.55,Financial District,0.18,1030,0,1544813101,0.6,3.4,12/14/2018 18:45
75,44.37,Haymarket Square,0.19,1030,0,1544813101,0.61,3.4,12/14/2018 18:45
76,44.37,North End,0.18,1030,0,1544813101,0.61,3.4,12/14/2018 18:45
77,44.44,North Station,0.19,1029.99,0,1544813101,0.61,3.39,12/14/2018 18:45
78,44.47,Theatre District,0.19,1029.99,0,1544813101,0.61,3.39,12/14/2018 18:45
79,44.41,West End,0.19,1029.99,0,1544813101,0.61,3.39,12/14/2018 18:45
80,40.01,Back Bay,0.95,1000.9,0,1545068701,0.81,6.46,12/17/2018 17:45
81,39.78,Beacon Hill,0.95,1000.89,0,1545068701,0.81,6.44,12/17/2018 17:45
82,40.15,Boston University,0.94,1000.91,0,1545068701,0.8,6.44,12/17/2018 17:45
83,40.27,Fenway,0.94,1000.91,0,1545068701,0.8,6.47,12/17/2018 17:45
84,39.89,Financial District,0.96,1000.89,0,1545068701,0.81,6.46,12/17/2018 17:45
85,39.85,Haymarket Square,0.95,1000.89,0,1545068701,0.81,6.43,12/17/2018 17:45
86,39.82,North End,0.96,1000.89,0,1545068701,0.81,6.43,12/17/2018 17:45
87,39.92,North Station,0.95,1000.89,0,1545068701,0.81,6.42,12/17/2018 17:45
88,40.17,Northeastern University,0.94,1000.91,0,1545068701,0.8,6.49,12/17/2018 17:45
89,39.9,South Station,0.95,1000.9,0,1545068701,0.81,6.47,12/17/2018 17:45
90,39.92,Theatre District,0.95,1000.9,0,1545068701,0.81,6.46,12/17/2018 17:45
91,39.56,West End,0.95,1000.87,0,1545068701,0.81,6.49,12/17/2018 17:45
92,38.59,Back Bay,0.75,996.83,0,1543451968,0.69,11.01,11/29/2018 0:39
93,38.55,Beacon Hill,0.75,996.82,0,1543451968,0.69,11.05,11/29/2018 0:39
94,38.62,Boston University,0.74,996.85,0,1543451968,0.69,10.84,11/29/2018 0:39
95,38.35,Fenway,0.75,996.86,0,1543451968,0.7,10.9,11/29/2018 0:39
96,38,Financial District,0.76,996.81,0,1543451968,0.71,11.17,11/29/2018 0:39
97,38.52,Haymarket Square,0.75,996.8,0,1543451968,0.69,11.11,11/29/2018 0:39
98,38.55,North End,0.75,996.8,0,1543451968,0.69,11.13,11/29/2018 0:39
99,38.44,North Station,0.75,996.8,0,1543451968,0.69,11.07,11/29/2018 0:39
100,38.32,Northeastern University,0.75,996.85,0,1543451968,0.7,10.99,11/29/2018 0:39
101,37.94,South Station,0.76,996.81,0,1543451968,0.71,11.19,11/29/2018 0:39
102,38.35,Theatre District,0.76,996.82,0,1543451968,0.7,11.12,11/29/2018 0:39
103,38.39,West End,0.75,996.81,0,1543451968,0.69,11.06,11/29/2018 0:39
104,36.33,Beacon Hill,0.29,1001.77,0,1545101102,0.69,10.03,12/18/2018 2:45
105,37,Financial District,0.29,1001.76,0,1545101102,0.67,10.1,12/18/2018 2:45
106,36.16,West End,0.29,1001.85,0,1545101102,0.7,10.01,12/18/2018 2:45
107,36.78,Back Bay,0.42,1023.64,0,1543708374,0.76,2.47,12/1/2018 23:52
108,36.74,Boston University,0.44,1023.65,0,1543708374,0.76,2.43,12/1/2018 23:52
109,36.65,Fenway,0.44,1023.64,0,1543708374,0.76,2.43,12/1/2018 23:52
110,35.54,Financial District,0.4,1023.64,0,1543708374,0.8,2.52,12/1/2018 23:52
111,36.78,Haymarket Square,0.4,1023.64,0,1543708374,0.76,2.52,12/1/2018 23:52
112,36.82,North End,0.4,1023.64,0,1543708374,0.76,2.53,12/1/2018 23:52
113,36.74,North Station,0.4,1023.64,0,1543708374,0.76,2.51,12/1/2018 23:52
114,36.68,Northeastern University,0.43,1023.64,0,1543708374,0.76,2.45,12/1/2018 23:52
115,36.69,Theatre District,0.41,1023.64,0,1543708374,0.76,2.5,12/1/2018 23:52
116,33.71,Back Bay,0.12,991.21,0,1543398556,0.82,5.36,11/28/2018 9:49
117,33.67,Beacon Hill,0.12,991.2,0,1543398556,0.82,5.37,11/28/2018 9:49
118,33.79,Boston University,0.13,991.22,0,1543398556,0.82,5.29,11/28/2018 9:49
119,33.48,Fenway,0.13,991.22,0,1543398556,0.83,5.33,11/28/2018 9:49
120,33.76,Financial District,0.12,991.2,0,1543398556,0.82,5.42,11/28/2018 9:49
121,33.51,Haymarket Square,0.12,991.2,0,1543398556,0.83,5.39,11/28/2018 9:49
122,33.54,North End,0.12,991.2,0,1543398556,0.83,5.4,11/28/2018 9:49
123,33.46,North Station,0.12,991.2,0,1543398556,0.83,5.37,11/28/2018 9:49
124,33.4,Northeastern University,0.13,991.22,0,1543398556,0.83,5.37,11/28/2018 9:49
125,33.76,South Station,0.12,991.21,0,1543398556,0.82,5.43,11/28/2018 9:49
126,33.38,Theatre District,0.12,991.21,0,1543398556,0.83,5.41,11/28/2018 9:49
127,33.41,West End,0.12,991.2,0,1543398556,0.83,5.37,11/28/2018 9:49
128,51.7,Beacon Hill,0.9,1021.3,0,1544899502,0.73,5.55,12/15/2018 18:45
129,51.99,Fenway,0.92,1021.29,0,1544899502,0.73,5.41,12/15/2018 18:45
130,52.14,Financial District,0.9,1021.3,0,1544899502,0.72,5.6,12/15/2018 18:45
131,52.17,South Station,0.9,1021.29,0,1544899502,0.72,5.6,12/15/2018 18:45
132,51.97,Theatre District,0.91,1021.29,0,1544899502,0.73,5.56,12/15/2018 18:45
133,51.94,West End,0.9,1021.31,0,1544899502,0.73,5.57,12/15/2018 18:45
134,25.4,Back Bay,0.76,1006.33,0,1545129901,0.52,17.96,12/18/2018 10:45
135,25.7,Beacon Hill,0.8,1006.69,0,1545129901,0.53,17.88,12/18/2018 10:45
136,25.5,Boston University,0.79,1006.25,0,1545129901,0.52,17.81,12/18/2018 10:45
137,25.74,Financial District,0.77,1006.3,0,1545129901,0.52,18.11,12/18/2018 10:45
138,25.37,Haymarket Square,0.77,1006.3,0,1545129901,0.53,18.16,12/18/2018 10:45
139,25.42,North End,0.77,1006.29,0,1545129901,0.53,18.18,12/18/2018 10:45
140,25.4,North Station,0.8,1006.2,0,1545129901,0.53,18.09,12/18/2018 10:45
141,24.36,Northeastern University,0.69,1006.3,0,1545129901,0.54,17.84,12/18/2018 10:45
142,25.67,South Station,0.77,1006.3,0,1545129901,0.52,18.08,12/18/2018 10:45
143,25.13,Theatre District,0.77,1006.31,0,1545129901,0.53,18.04,12/18/2018 10:45
144,25.18,West End,0.77,1006.31,0,1545129901,0.53,18.12,12/18/2018 10:45
145,28.83,Back Bay,0.27,1021.48,0,1544409657,0.6,5.11,12/10/2018 2:40
146,28.81,Beacon Hill,0.27,1021.48,0,1544409657,0.6,5.16,12/10/2018 2:40
147,28.84,Boston University,0.27,1021.48,0,1544409657,0.6,5.02,12/10/2018 2:40
148,28.66,Fenway,0.27,1021.48,0,1544409657,0.6,5.03,12/10/2018 2:40
149,28.81,Financial District,0.28,1021.48,0,1544409657,0.6,5.21,12/10/2018 2:40
150,28.82,Haymarket Square,0.28,1021.47,0,1544409657,0.6,5.22,12/10/2018 2:40
151,28.86,North End,0.28,1021.47,0,1544409657,0.6,5.24,12/10/2018 2:40
152,28.78,North Station,0.28,1021.47,0,1544409657,0.6,5.2,12/10/2018 2:40
153,28.71,Northeastern University,0.27,1021.48,0,1544409657,0.6,5.06,12/10/2018 2:40
154,28.83,South Station,0.28,1021.48,0,1544409657,0.6,5.2,12/10/2018 2:40
155,28.76,Theatre District,0.28,1021.48,0,1544409657,0.6,5.17,12/10/2018 2:40
156,28.72,West End,0.28,1021.47,0,1544409657,0.6,5.19,12/10/2018 2:40
157,42.89,Boston University,0.98,1024.62,0,1544845502,0.88,5.93,12/15/2018 3:45
158,42.66,West End,0.98,1024.61,0,1544845502,0.89,6.03,12/15/2018 3:45
159,40.65,Back Bay,0.93,1013.76,0,1543209183,0.92,3.01,11/26/2018 5:13
160,40.69,North End,0.93,1013.77,0,1543209183,0.92,3.02,11/26/2018 5:13
161,40.46,Northeastern University,0.92,1013.75,0,1543209183,0.93,3.06,11/26/2018 5:13
162,40.52,Theatre District,0.93,1013.76,0,1543209183,0.93,3.1,11/26/2018 5:13
163,40.42,Beacon Hill,0.92,1013.8,0,1543210083,0.93,2.69,11/26/2018 5:28
164,40.45,North End,0.92,1013.8,0,1543210083,0.93,2.71,11/26/2018 5:28
165,40.35,North Station,0.92,1013.8,0,1543210083,0.93,2.66,11/26/2018 5:28
166,40.16,Northeastern University,0.91,1013.79,0,1543210083,0.94,2.75,11/26/2018 5:28
167,42.47,Back Bay,0.58,1007.66,0,1543521174,0.54,10.66,11/29/2018 19:52
168,42.46,Beacon Hill,0.58,1007.66,0,1543521174,0.54,10.74,11/29/2018 19:52
169,42.65,Boston University,0.59,1007.67,0,1543521174,0.54,10.55,11/29/2018 19:52
170,42.32,Fenway,0.58,1007.67,0,1543521174,0.55,10.54,11/29/2018 19:52
171,42.66,Financial District,0.58,1007.66,0,1543521174,0.54,10.8,11/29/2018 19:52
172,42.44,Haymarket Square,0.58,1007.66,0,1543521174,0.54,10.81,11/29/2018 19:52
173,42.48,North End,0.58,1007.66,0,1543521174,0.54,10.84,11/29/2018 19:52
174,42.4,North Station,0.58,1007.66,0,1543521174,0.54,10.8,11/29/2018 19:52
175,42.31,Northeastern University,0.58,1007.67,0,1543521174,0.55,10.59,11/29/2018 19:52
176,42.64,South Station,0.58,1007.66,0,1543521174,0.54,10.79,11/29/2018 19:52
177,42.33,Theatre District,0.58,1007.66,0,1543521174,0.55,10.74,11/29/2018 19:52
178,42.35,West End,0.58,1007.66,0,1543521174,0.55,10.77,11/29/2018 19:52
179,32.33,Back Bay,0.7,1033.66,0,1544726701,0.56,2.34,12/13/2018 18:45
180,32.24,Beacon Hill,0.7,1033.66,0,1544726701,0.56,2.36,12/13/2018 18:45
181,32.31,Fenway,0.7,1033.65,0,1544726701,0.56,2.31,12/13/2018 18:45
182,32.28,Haymarket Square,0.69,1033.67,0,1544726701,0.56,2.38,12/13/2018 18:45
183,32.31,North End,0.69,1033.67,0,1544726701,0.56,2.38,12/13/2018 18:45
184,32.28,North Station,0.69,1033.67,0,1544726701,0.56,2.36,12/13/2018 18:45
185,40.65,Boston University,0.94,1013.75,0,1543208141,0.92,2.67,11/26/2018 4:55
186,40.54,Fenway,0.94,1013.75,0,1543208141,0.92,2.78,11/26/2018 4:55
187,40.65,South Station,0.94,1013.76,0,1543208141,0.92,2.97,11/26/2018 4:55
188,40.6,Theatre District,0.94,1013.76,0,1543208141,0.92,2.91,11/26/2018 4:55
189,45.27,Beacon Hill,1,989.02,0,1543320921,0.93,1.56,11/27/2018 12:15
190,30.02,Fenway,1,1003.18,0,1545119102,0.58,12.97,12/18/2018 7:45
191,29.93,West End,1,1003.15,0,1545119102,0.59,13.08,12/18/2018 7:45
192,30.1,Back Bay,1,1003.16,0,1545119101,0.58,13.04,12/18/2018 7:45
193,30.01,Beacon Hill,1,1003.16,0,1545119101,0.59,13.07,12/18/2018 7:45
194,30.09,Boston University,1,1003.18,0,1545119101,0.58,12.92,12/18/2018 7:45
195,30.16,Financial District,1,1003.15,0,1545119101,0.58,13.16,12/18/2018 7:45
196,30.03,Haymarket Square,1,1003.15,0,1545119101,0.59,13.12,12/18/2018 7:45
197,30.07,North End,1,1003.15,0,1545119101,0.58,13.14,12/18/2018 7:45
198,30,North Station,1,1003.15,0,1545119101,0.59,13.09,12/18/2018 7:45
199,29.99,Northeastern University,1,1003.17,0,1545119101,0.59,13.03,12/18/2018 7:45
200,30.14,South Station,1,1003.15,0,1545119101,0.58,13.17,12/18/2018 7:45
201,29.94,Theatre District,1,1003.15,0,1545119101,0.59,13.12,12/18/2018 7:45
202,40.59,North Station,0.93,1013.77,0,1543209238,0.92,2.95,11/26/2018 5:13
203,40.46,Northeastern University,0.92,1013.75,0,1543209238,0.93,3.06,11/26/2018 5:13
204,33.4,Back Bay,0.14,991.21,0,1543399584,0.83,5.65,11/28/2018 10:06
205,33.37,Beacon Hill,0.14,991.2,0,1543399584,0.83,5.65,11/28/2018 10:06
206,33.52,Boston University,0.14,991.21,0,1543399584,0.83,5.57,11/28/2018 10:06
207,33.15,Fenway,0.14,991.22,0,1543399584,0.84,5.61,11/28/2018 10:06
208,33.58,Financial District,0.14,991.2,0,1543399584,0.82,5.71,11/28/2018 10:06
209,33.18,Haymarket Square,0.14,991.19,0,1543399584,0.84,5.68,11/28/2018 10:06
210,33.21,North End,0.14,991.19,0,1543399584,0.84,5.69,11/28/2018 10:06
211,33.13,North Station,0.14,991.19,0,1543399584,0.84,5.66,11/28/2018 10:06
212,33.05,Northeastern University,0.14,991.22,0,1543399584,0.84,5.65,11/28/2018 10:06
213,33.58,South Station,0.14,991.2,0,1543399584,0.82,5.72,11/28/2018 10:06
214,33.04,Theatre District,0.14,991.2,0,1543399584,0.84,5.69,11/28/2018 10:06
215,33.07,West End,0.14,991.19,0,1543399584,0.84,5.66,11/28/2018 10:06
216,46.71,Back Bay,0.91,1022.17,0,1544885101,0.89,3.93,12/15/2018 14:45
217,46.62,Beacon Hill,0.91,1022.17,0,1544885101,0.89,3.96,12/15/2018 14:45
218,46.4,Boston University,0.91,1022.17,0,1544885101,0.9,3.98,12/15/2018 14:45
219,46.86,Fenway,0.91,1022.16,0,1544885101,0.89,3.93,12/15/2018 14:45
220,46.84,Financial District,0.92,1022.16,0,1544885101,0.89,3.92,12/15/2018 14:45
221,46.85,Haymarket Square,0.91,1022.17,0,1544885101,0.88,3.97,12/15/2018 14:45
222,46.85,North End,0.92,1022.17,0,1544885101,0.88,3.97,12/15/2018 14:45
223,46.92,North Station,0.91,1022.17,0,1544885101,0.88,3.99,12/15/2018 14:45
224,46.88,Northeastern University,0.92,1022.16,0,1544885101,0.89,3.89,12/15/2018 14:45
225,46.85,South Station,0.92,1022.16,0,1544885101,0.89,3.89,12/15/2018 14:45
226,46.87,Theatre District,0.92,1022.16,0,1544885101,0.89,3.91,12/15/2018 14:45
227,46.88,West End,0.91,1022.17,0,1544885101,0.88,3.98,12/15/2018 14:45
228,41.98,Fenway,0.88,1021.54,0,1544971502,0.71,7.22,12/16/2018 14:45
229,42.12,South Station,0.87,1021.56,0,1544971502,0.71,7.42,12/16/2018 14:45
230,41.96,West End,0.87,1021.58,0,1544971502,0.71,7.29,12/16/2018 14:45
231,35.65,Financial District,0.14,991.55,0,1543389891,0.77,6.55,11/28/2018 7:24
232,34.94,Haymarket Square,0.14,991.54,0,1543389891,0.79,6.52,11/28/2018 7:24
233,41.01,Back Bay,0.65,1023.18,0,1543697574,0.63,1.79,12/1/2018 20:52
234,40.96,Beacon Hill,0.64,1023.18,0,1543697574,0.63,1.78,12/1/2018 20:52
235,41.09,Boston University,0.65,1023.18,0,1543697574,0.63,1.79,12/1/2018 20:52
236,40.93,Fenway,0.65,1023.17,0,1543697574,0.63,1.8,12/1/2018 20:52
237,41.37,Financial District,0.64,1023.18,0,1543697574,0.62,1.78,12/1/2018 20:52
238,40.94,Haymarket Square,0.64,1023.18,0,1543697574,0.63,1.77,12/1/2018 20:52
239,40.96,North End,0.63,1023.18,0,1543697574,0.63,1.77,12/1/2018 20:52
240,40.92,North Station,0.63,1023.18,0,1543697574,0.63,1.77,12/1/2018 20:52
241,40.9,Northeastern University,0.66,1023.17,0,1543697574,0.63,1.81,12/1/2018 20:52
242,41.35,South Station,0.65,1023.18,0,1543697574,0.62,1.79,12/1/2018 20:52
243,40.87,Theatre District,0.65,1023.18,0,1543697574,0.63,1.79,12/1/2018 20:52
244,40.88,West End,0.64,1023.18,0,1543697574,0.63,1.77,12/1/2018 20:52
245,33.49,Back Bay,0.41,991.97,0,1543398144,0.84,6.74,11/28/2018 9:42
246,33.22,Fenway,0.41,991.99,0,1543398144,0.84,6.69,11/28/2018 9:42
247,33.29,Haymarket Square,0.4,991.95,0,1543398144,0.84,6.79,11/28/2018 9:42
248,33.09,Northeastern University,0.41,991.99,0,1543398144,0.85,6.74,11/28/2018 9:42
249,34.11,South Station,0.4,991.97,0,1543398144,0.82,6.83,11/28/2018 9:42
250,33.08,Theatre District,0.4,991.97,0,1543398144,0.85,6.8,11/28/2018 9:42
251,44.29,Back Bay,1,998.12,0.0113,1543297520,0.89,14.24,11/27/2018 5:45
252,44.28,Beacon Hill,1,998.13,0.011,1543297520,0.89,14.34,11/27/2018 5:45
253,44.37,Boston University,1,998.14,0.0073,1543297520,0.89,14.08,11/27/2018 5:45
254,44.03,Fenway,1,998.12,0.0107,1543297520,0.9,14.1,11/27/2018 5:45
255,43.3,Financial District,1,998.65,0.016,1543297520,0.9,10.17,11/27/2018 5:45
256,44.18,Haymarket Square,1,998.13,0.0117,1543297520,0.89,14.44,11/27/2018 5:45
257,43.12,North End,1,998.67,0.012,1543297520,0.91,10.21,11/27/2018 5:45
258,44.09,North Station,1,998.14,0.0097,1543297520,0.9,14.41,11/27/2018 5:45
259,43.99,Northeastern University,1,998.11,0.0127,1543297520,0.9,14.16,11/27/2018 5:45
260,44.64,South Station,1,998.11,0.018,1543297520,0.88,14.42,11/27/2018 5:45
261,43.06,Theatre District,1,998.65,0.0147,1543297520,0.91,10.15,11/27/2018 5:45
262,44.04,West End,1,998.14,0.0103,1543297520,0.9,14.38,11/27/2018 5:45
263,41.27,Back Bay,0.27,1032.07,0,1544805902,0.66,4.26,12/14/2018 16:45
264,41.2,Beacon Hill,0.27,1032.08,0,1544805902,0.66,4.28,12/14/2018 16:45
265,41.35,Boston University,0.27,1032.06,0,1544805902,0.66,4.24,12/14/2018 16:45
266,40.88,Financial District,0.27,1032.08,0,1544805902,0.67,4.29,12/14/2018 16:45
267,41.16,North Station,0.26,1032.08,0,1544805902,0.66,4.31,12/14/2018 16:45
268,41.49,Northeastern University,0.27,1032.07,0,1544805902,0.66,4.23,12/14/2018 16:45
269,40.99,South Station,0.27,1032.08,0,1544805902,0.67,4.28,12/14/2018 16:45
270,41.3,Theatre District,0.27,1032.08,0,1544805902,0.66,4.27,12/14/2018 16:45
271,41.14,West End,0.27,1032.08,0,1544805902,0.66,4.3,12/14/2018 16:45
272,45.49,Back Bay,0.98,1012.84,0,1543251908,0.86,6.09,11/26/2018 17:05
273,45.49,Boston University,0.98,1012.84,0,1543251908,0.86,5.91,11/26/2018 17:05
274,45.58,Fenway,0.98,1012.84,0,1543251908,0.86,5.97,11/26/2018 17:05
275,45.47,Haymarket Square,0.98,1012.83,0,1543251908,0.86,6.22,11/26/2018 17:05
276,45.5,North End,0.98,1012.83,0,1543251908,0.86,6.25,11/26/2018 17:05
277,45.5,North Station,0.98,1012.83,0,1543251908,0.86,6.18,11/26/2018 17:05
278,45.66,Northeastern University,0.98,1012.85,0,1543251908,0.85,6.05,11/26/2018 17:05
279,45.57,South Station,0.98,1012.84,0,1543251908,0.85,6.27,11/26/2018 17:05
280,45.59,Theatre District,0.98,1012.84,0,1543251908,0.85,6.2,11/26/2018 17:05
281,45.49,West End,0.98,1012.83,0,1543251908,0.86,6.16,11/26/2018 17:05
282,38.61,Back Bay,0.96,1017.24,0,1543618374,0.65,3.26,11/30/2018 22:52
283,38.59,Beacon Hill,0.96,1017.24,0,1543618374,0.65,3.2,11/30/2018 22:52
284,38.58,Boston University,0.96,1017.24,0,1543618374,0.65,3.37,11/30/2018 22:52
285,38.42,Fenway,0.96,1017.24,0,1543618374,0.66,3.36,11/30/2018 22:52
286,39.7,Financial District,0.96,1017.23,0,1543618374,0.63,3.15,11/30/2018 22:52
287,38.61,Haymarket Square,0.96,1017.23,0,1543618374,0.65,3.15,11/30/2018 22:52
288,38.65,North End,0.96,1017.23,0,1543618374,0.65,3.13,11/30/2018 22:52
289,38.57,North Station,0.96,1017.24,0,1543618374,0.65,3.16,11/30/2018 22:52
290,38.46,Northeastern University,0.96,1017.24,0,1543618374,0.66,3.31,11/30/2018 22:52
291,39.71,South Station,0.96,1017.23,0,1543618374,0.63,3.15,11/30/2018 22:52
292,38.54,Theatre District,0.96,1017.24,0,1543618374,0.65,3.19,11/30/2018 22:52
293,38.52,West End,0.96,1017.24,0,1543618374,0.66,3.18,11/30/2018 22:52
294,40.67,Back Bay,0.83,994.09,0,1543442529,0.63,9.24,11/28/2018 22:02
295,40.64,Beacon Hill,0.83,994.08,0,1543442529,0.63,9.24,11/28/2018 22:02
296,40.63,Boston University,0.83,994.1,0,1543442529,0.63,9.16,11/28/2018 22:02
297,41.42,Financial District,0.84,994.07,0,1543442529,0.61,9.3,11/28/2018 22:02
298,40.76,Haymarket Square,0.84,994.07,0,1543442529,0.63,9.26,11/28/2018 22:02
299,40.81,North End,0.84,994.06,0,1543442529,0.63,9.27,11/28/2018 22:02
300,40.78,North Station,0.83,994.07,0,1543442529,0.63,9.24,11/28/2018 22:02
301,40.78,Northeastern University,0.84,994.1,0,1543442529,0.63,9.25,11/28/2018 22:02
302,41.46,South Station,0.84,994.07,0,1543442529,0.61,9.31,11/28/2018 22:02
303,40.86,Theatre District,0.84,994.08,0,1543442529,0.63,9.29,11/28/2018 22:02
